name,x1,y1,w,h,blur,expression,illumination,invalid,occlusion,pose,oclusion
0--Parade/0_Parade_Parade_0_1014.jpg,184.0,379.0,11.0,13.0,2.0,0.0,0.0,0.0,,0.0,0.5
0--Parade/0_Parade_Parade_0_1019.jpg,568.8461538461538,192.07692307692307,49.84615384615385,61.92307692307692,1.0769230769230769,0.0,0.7692307692307693,0.0,,0.0,0.6923076923076923
0--Parade/0_Parade_Parade_0_1040.jpg,494.0,251.0,75.0,110.0,0.0,0.0,0.0,0.0,,0.0,2.0
0--Parade/0_Parade_Parade_0_1041.jpg,615.1666666666666,232.05555555555554,17.88888888888889,20.11111111111111,2.0,0.0,0.0,0.0,,0.0,1.0555555555555556
0--Parade/0_Parade_Parade_0_1042.jpg,693.6538461538462,230.65384615384616,15.692307692307692,19.692307692307693,1.9230769230769231,0.0,0.0,0.0,,0.038461538461538464,0.7307692307692307
0--Parade/0_Parade_Parade_0_106.jpg,434.925,265.25,25.35,33.825,0.3,0.05,0.025,0.0,,0.05,0.4
0--Parade/0_Parade_Parade_0_109.jpg,515.5,194.0,57.5,73.5,0.0,0.0,0.0,0.0,,0.0,0.0
0--Parade/0_Parade_Parade_0_11.jpg,595.7857142857143,183.89285714285714,14.285714285714286,21.464285714285715,1.7857142857142858,0.0,0.07142857142857142,0.0,,0.0,0.6428571428571429
0--Parade/0_Parade_Parade_0_110.jpg,408.2307692307692,541.6153846153846,23.23076923076923,34.0,1.5384615384615385,0.0,0.38461538461538464,0.0,,0.0,0.23076923076923078
0--Parade/0_Parade_Parade_0_123.jpg,342.0,324.0,114.0,130.0,0.0,0.0,0.0,0.0,,0.0,0.0
0--Parade/0_Parade_Parade_0_126.jpg,657.7272727272727,197.36363636363637,17.727272727272727,22.954545454545453,1.8863636363636365,0.0,0.0,0.045454545454545456,,0.1590909090909091,0.5
0--Parade/0_Parade_Parade_0_127.jpg,567.8290598290598,227.39316239316238,8.948717948717949,10.987179487179487,1.4145299145299146,0.004273504273504274,0.042735042735042736,0.05555555555555555,,0.038461538461538464,0.8589743589743589
0--Parade/0_Parade_Parade_0_129.jpg,624.7096774193549,308.03225806451616,19.903225806451612,26.516129032258064,1.7419354838709677,0.0,0.0,0.0,,0.22580645161290322,0.6129032258064516
0--Parade/0_Parade_Parade_0_132.jpg,543.6666666666666,281.80555555555554,22.916666666666668,30.5,0.7222222222222222,0.027777777777777776,0.19444444444444445,0.0,,0.1111111111111111,0.6111111111111112
0--Parade/0_Parade_Parade_0_136.jpg,406.075,331.6,8.575,10.5375,2.0,0.0,0.025,0.1375,,0.0875,1.0875
0--Parade/0_Parade_Parade_0_138.jpg,712.1818181818181,392.90909090909093,12.090909090909092,16.727272727272727,1.5454545454545454,0.0,0.0,0.0,,0.18181818181818182,0.9090909090909091
0--Parade/0_Parade_Parade_0_140.jpg,673.8333333333334,384.5,10.149122807017545,12.219298245614034,1.7017543859649122,0.0,0.0,0.0,,0.008771929824561403,1.0789473684210527
0--Parade/0_Parade_Parade_0_142.jpg,592.0416666666666,267.3958333333333,26.041666666666668,33.916666666666664,1.1458333333333333,0.0,0.0,0.0,,0.041666666666666664,0.3333333333333333
0--Parade/0_Parade_Parade_0_145.jpg,531.7333333333333,318.8,16.4,23.666666666666668,1.2666666666666666,0.0,0.06666666666666667,0.26666666666666666,,0.0,0.6666666666666666
0--Parade/0_Parade_Parade_0_148.jpg,314.45454545454544,353.09090909090907,11.318181818181818,14.363636363636363,1.4545454545454546,0.0,0.0,0.045454545454545456,,0.0,0.5
0--Parade/0_Parade_Parade_0_15.jpg,505.4347826086956,185.2608695652174,12.956521739130435,15.695652173913043,1.5217391304347827,0.043478260869565216,0.043478260869565216,0.21739130434782608,,0.043478260869565216,0.6521739130434783
0--Parade/0_Parade_Parade_0_152.jpg,618.9333333333333,303.1333333333333,8.588888888888889,10.444444444444445,1.9111111111111112,0.0,0.0,0.06666666666666667,,0.022222222222222223,1.0888888888888888
0--Parade/0_Parade_Parade_0_156.jpg,462.81481481481484,201.07407407407408,25.40740740740741,32.77777777777778,1.7777777777777777,0.0,0.0,0.0,,0.07407407407407407,0.9629629629629629
0--Parade/0_Parade_Parade_0_162.jpg,494.8139534883721,204.5581395348837,17.74418604651163,21.069767441860463,1.6744186046511629,0.0,0.0,0.0,,0.046511627906976744,0.5116279069767442
0--Parade/0_Parade_Parade_0_167.jpg,416.6371681415929,434.98230088495575,10.902654867256636,13.31858407079646,1.9646017699115044,0.0,0.0,0.008849557522123894,,0.04424778761061947,0.7168141592920354
0--Parade/0_Parade_Parade_0_17.jpg,484.75471698113205,412.8490566037736,10.226415094339623,14.056603773584905,1.5660377358490567,0.0,0.018867924528301886,0.0,,0.0,0.7169811320754716
0--Parade/0_Parade_Parade_0_171.jpg,555.3548387096774,335.7096774193548,13.32258064516129,15.96774193548387,1.7419354838709677,0.0,0.0,0.03225806451612903,,0.03225806451612903,0.6451612903225806
0--Parade/0_Parade_Parade_0_176.jpg,231.94444444444446,312.97222222222223,11.61111111111111,13.555555555555555,1.8888888888888888,0.0,0.2222222222222222,0.0,,0.027777777777777776,0.5833333333333334
0--Parade/0_Parade_Parade_0_178.jpg,477.6,93.2,64.0,80.0,0.0,0.0,0.0,0.0,,0.0,0.0
0--Parade/0_Parade_Parade_0_179.jpg,394.52777777777777,129.61111111111111,31.805555555555557,39.583333333333336,1.1944444444444444,0.0,0.027777777777777776,0.0,,0.16666666666666666,0.5833333333333334
0--Parade/0_Parade_Parade_0_180.jpg,501.36842105263156,238.47368421052633,43.05263157894737,49.68421052631579,1.368421052631579,0.0,0.0,0.0,,0.0,1.0526315789473684
0--Parade/0_Parade_Parade_0_181.jpg,251.6,451.6,41.2,55.4,1.4,0.0,0.0,0.0,,0.2,1.2
0--Parade/0_Parade_Parade_0_183.jpg,493.4230769230769,464.2307692307692,9.846153846153847,12.5,1.7692307692307692,0.0,0.5,0.11538461538461539,,0.11538461538461539,1.1538461538461537
0--Parade/0_Parade_Parade_0_184.jpg,583.3846153846154,489.96153846153845,11.884615384615385,14.653846153846153,1.8076923076923077,0.0,0.3076923076923077,0.0,,0.11538461538461539,0.7307692307692307
0--Parade/0_Parade_Parade_0_185.jpg,525.2586206896551,223.77586206896552,11.663793103448276,14.491379310344827,1.706896551724138,0.0,0.017241379310344827,0.0,,0.02586206896551724,0.9827586206896551
0--Parade/0_Parade_Parade_0_188.jpg,432.8045977011494,276.01724137931035,11.459770114942529,14.517241379310345,1.9885057471264367,0.005747126436781609,0.20114942528735633,0.0,,0.011494252873563218,0.764367816091954
0--Parade/0_Parade_Parade_0_191.jpg,397.2857142857143,299.35714285714283,12.142857142857142,14.071428571428571,2.0,0.0,0.0,0.0,,0.0,1.0
0--Parade/0_Parade_Parade_0_192.jpg,557.8088235294117,317.02941176470586,8.602941176470589,10.955882352941176,1.9411764705882353,0.0,0.014705882352941176,0.014705882352941176,,0.10294117647058823,0.6323529411764706
0--Parade/0_Parade_Parade_0_193.jpg,562.4878048780488,304.7317073170732,9.195121951219512,11.804878048780488,1.853658536585366,0.0,0.21951219512195122,0.0,,0.0975609756097561,1.170731707317073
0--Parade/0_Parade_Parade_0_195.jpg,787.4375,462.25,13.4375,17.65625,1.75,0.03125,0.0,0.0,,0.3125,0.53125
0--Parade/0_Parade_Parade_0_202.jpg,543.9555555555555,170.88888888888889,15.266666666666667,19.2,1.6666666666666667,0.0,0.3333333333333333,0.0,,0.17777777777777778,0.7333333333333333
0--Parade/0_Parade_Parade_0_204.jpg,368.75,477.7,11.8,14.375,2.0,0.0,0.0,0.0,,0.1,0.8
0--Parade/0_Parade_Parade_0_207.jpg,306.375,136.875,51.125,59.375,1.75,0.0,0.25,0.0,,0.25,0.25
0--Parade/0_Parade_Parade_0_209.jpg,407.9583333333333,250.08333333333334,22.083333333333332,25.375,1.25,0.0,0.0,0.0,,0.125,0.3333333333333333
0--Parade/0_Parade_Parade_0_21.jpg,487.1,250.83333333333334,23.066666666666666,28.833333333333332,1.6666666666666667,0.0,0.0,0.0,,0.03333333333333333,0.9333333333333333
0--Parade/0_Parade_Parade_0_212.jpg,647.421052631579,558.9473684210526,20.736842105263158,30.31578947368421,1.4736842105263157,0.05263157894736842,0.10526315789473684,0.0,,0.21052631578947367,0.5789473684210527
0--Parade/0_Parade_Parade_0_213.jpg,475.958904109589,296.6986301369863,25.726027397260275,31.315068493150687,1.5205479452054795,0.0,0.4931506849315068,0.0,,0.1917808219178082,0.3424657534246575
0--Parade/0_Parade_Parade_0_219.jpg,563.65,360.65,14.95,17.75,2.0,0.0,0.0,0.0,,0.05,0.85
0--Parade/0_Parade_Parade_0_220.jpg,529.4,319.2,31.2,36.8,1.4,0.0,0.0,0.0,,0.0,0.2
0--Parade/0_Parade_Parade_0_222.jpg,751.3571428571429,253.57142857142858,12.785714285714286,16.0,2.0,0.0,0.07142857142857142,0.0,,0.0,0.6428571428571429
0--Parade/0_Parade_Parade_0_226.jpg,395.8333333333333,306.22222222222223,34.888888888888886,45.5,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,,0.2222222222222222,0.3888888888888889
0--Parade/0_Parade_Parade_0_228.jpg,525.837037037037,277.6666666666667,15.170370370370371,20.081481481481482,1.2592592592592593,0.0,0.0,0.0,,0.05925925925925926,1.0222222222222221
0--Parade/0_Parade_Parade_0_233.jpg,523.4285714285714,199.57142857142858,61.42857142857143,66.85714285714286,0.14285714285714285,0.0,0.0,0.0,,0.0,0.14285714285714285
0--Parade/0_Parade_Parade_0_234.jpg,580.75,363.0,11.5,14.75,1.25,0.0,0.0625,0.125,,0.0625,0.6875
0--Parade/0_Parade_Parade_0_237.jpg,275.2926829268293,372.2926829268293,9.682926829268293,12.24390243902439,1.7804878048780488,0.0,0.024390243902439025,0.07317073170731707,,0.04878048780487805,1.0
0--Parade/0_Parade_Parade_0_238.jpg,434.7291666666667,565.5625,5.770833333333333,6.854166666666667,1.9166666666666667,0.0,0.0,0.0,,0.10416666666666667,1.1666666666666667
0--Parade/0_Parade_Parade_0_24.jpg,585.0714285714286,235.73214285714286,9.125,10.857142857142858,1.9285714285714286,0.0,0.07142857142857142,0.03571428571428571,,0.03571428571428571,1.1428571428571428
0--Parade/0_Parade_Parade_0_242.jpg,530.0,394.0,196.0,269.0,0.0,0.0,0.0,0.0,,0.0,0.0
0--Parade/0_Parade_Parade_0_245.jpg,684.0833333333334,295.25,17.583333333333332,21.083333333333332,1.8333333333333333,0.0,0.0,0.0,,0.0,0.16666666666666666
0--Parade/0_Parade_Parade_0_248.jpg,521.6363636363636,366.6363636363636,8.909090909090908,11.5,1.6818181818181819,0.0,0.3181818181818182,0.045454545454545456,,0.045454545454545456,0.6363636363636364
